FID,id,logradouro_id,nome,metrica,comprimento,numero_porta_minimo,numero_porta_maximo,class_viaria,pavimentacao,agua,esgoto,galeria,sarjeta,iluminacao,arborizacao,quant_autonomas,quant_autonomas_prediais,quant_autonomas_territoriais,quant_autonomas_residenciais,quant_autonomas_nao_residenciais,quant_lotes,quant_quadras,data_criacao,data_alteracao,the_geom
trechos_logradouros.fid--5ab48429_18b14aa49cf_-426a,147743,537,AVENIDA BERNARDO MANUEL,800,160.9,8991,9117,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,19,19,0,8,11,16,16,2013-05-17,2018-10-29,"MULTILINESTRING ((549832.4961291193 9580178.23178692, 549785.2966173112 9580024.410358626))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4269,147865,537,AVENIDA BERNARDO MANUEL,840,163.95,9135,9257,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,31,31,0,15,16,18,18,2013-05-17,2018-10-29,"MULTILINESTRING ((549785.2966173112 9580024.410358626, 549737.547443358 9579867.572687259))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4268,148133,891,AVENIDA MAE LISBOA,680,197.69,2124,3333,Arterial I,Asfalto,Sem,Sem,Sem,Com,Com,Com,50,80,20,61,19,55,55,2013-05-17,2018-11-12,"MULTILINESTRING ((560906.4798845223 9579329.157417404, 561103.6162243825 9579343.93993454))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4267,147915,1615,AVENIDA ENG HUMBERTO MONTE,640,134.04,475,2723,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,8,8,0,5,3,8,8,2013-05-17,2018-11-19,"MULTILINESTRING ((548017.6876171018 9586496.29704063, 547982.5926893769 9586557.902525257, 547944.3744865181 9586608.159151932))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4266,147702,1615,AVENIDA ENG HUMBERTO MONTE,820,93.55,39,2920,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,7,7,0,5,2,8,8,2013-05-17,2018-11-19,"MULTILINESTRING ((547853.494700301 9586838.083254213, 547859.0963384556 9586919.985842349, 547859.243371767 9586925.573264653, 547858.9180196729 9586931.43494298))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4265,147893,1198,AVENIDA SEN VIRGÍLIO TÁVORA,640,53.01,2029,2053,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,2,0,0,2,2,2,2013-05-17,2018-11-20,"MULTILINESTRING ((556018.425437487 9586122.69362487, 556002.5823920688 9586072.110407574))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4264,148181,1235,AVENIDA DOS EXPEDICIONÁRIOS,680,183.11,5021,5151,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,11,19,2,1,18,11,11,2013-05-17,2018-11-20,"MULTILINESTRING ((550991.1342545106 9583977.853719478, 550936.8494499377 9583802.974190826))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4263,148171,94,AVENIDA ALBERTO CRAVEIRO,680,77.75,2027,2059,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,13,15,0,2,13,7,7,2013-05-17,2018-12-04,"MULTILINESTRING ((553450.9069380867 9580178.543510966, 553435.3070745289 9580102.379471244))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4262,148123,1360,AVENIDA FRANCISCO SÁ,680,62.35,4521,4581,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,15,17,3,5,12,16,16,2013-05-17,2019-05-27,"MULTILINESTRING ((548303.6993325743 9589382.99249098, 548244.8399675789 9589403.559613423))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4261,147851,1360,AVENIDA FRANCISCO SÁ,860,85.13,4669,5255,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,47,48,1,15,33,21,21,2013-05-17,2019-05-27,"MULTILINESTRING ((547691.7218694517 9589593.439580053, 547611.2230168498 9589621.14730409))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4260,148146,3331,AVENIDA BAR DE STUDART,680,91.82,1885,1885,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2019-05-31,"MULTILINESTRING ((554631.6601881611 9586691.855652662, 554602.7439263657 9586604.710754102))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-425f,147920,2494,AVENIDA DES MOREIRA,640,112.5,2033,2121,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,31,34,0,23,11,3,3,2013-05-17,2019-07-01,"MULTILINESTRING ((555460.6782074238 9586248.161980778, 555426.2470394822 9586141.055535307))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-425e,148159,1444,AVENIDA GODOFREDO MACIEL,680,56.3,2540,2560,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,19,19,0,0,19,2,2,2013-05-17,2019-12-12,"MULTILINESTRING ((547716.5231115404 9580264.767431343, 547699.5715221089 9580211.083899777))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-425d,148271,1444,AVENIDA GODOFREDO MACIEL,700,91.56,2545,2595,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,29,30,0,1,29,5,5,2013-05-17,2019-12-12,"MULTILINESTRING ((547713.9361562892 9580206.73321655, 547688.1869510447 9580118.869700408))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-425c,132687,352,RUA CAP ARAGÃO,220,79.6,213,551,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,8,7,1,1,6,7,7,2013-05-17,2020-05-06,"MULTILINESTRING ((554024.7080012835 9583838.947031425, 554103.0344863603 9583853.139522739))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-425b,148167,3385,AVENIDA DR THEBERGE,660,73.9,1675,2181,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,26,26,0,15,11,7,7,2013-05-17,2022-05-10,"MULTILINESTRING ((548129.8515375465 9588859.854027333, 548105.734600139 9588790.000027455))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-425a,147733,3385,AVENIDA DR THEBERGE,840,136.97,2264,2636,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,32,39,2,31,8,27,27,2013-05-17,2022-05-10,"MULTILINESTRING ((547946.1118314263 9588325.467169413, 547903.0038220359 9588195.456161013))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4259,147874,3385,AVENIDA DR THEBERGE,900,116.12,64,2776,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,21,23,2,13,10,20,20,2013-05-17,2022-05-10,"MULTILINESTRING ((547891.9250745481 9588163.011257656, 547856.3148147663 9588052.48756248))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4258,147704,1268,AVENIDA SEN FERNANDES TÁVORA,820,97.79,1768,1804,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,13,13,0,1,12,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((545736.0695310406 9584502.896137087, 545649.6804920767 9584548.713180967))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4257,147622,427,AVENIDA AUGUSTO DOS ANJOS,780,74.36,2313,2329,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,10,9,1,4,5,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((546222.9635519112 9581576.801128954, 546181.1522626007 9581515.313141037))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4256,147583,8921,AVENIDA DR RAUL BARBOSA,780,92.47,7414,7450,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,13,15,0,6,9,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((554051.099788039 9582590.909063252, 554045.5708373579 9582564.720685642, 554021.0673439772 9582503.755186534))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4255,147550,3956,RUA CEL VIRGÍLIO NOGUEIRA PAES,760,81.05,1351,1351,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,4,1,3,0,1,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((543218.9999571486 9580508.09358037, 543197.7742200586 9580443.046966707, 543189.6724626471 9580433.354340494))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4254,147468,1268,AVENIDA SEN FERNANDES TÁVORA,760,93.95,1583,1647,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,9,10,0,2,8,10,10,2013-05-17,2014-11-06,"MULTILINESTRING ((545896.4919260748 9584408.403404823, 545813.6930976809 9584452.807553165))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4253,153050,10205,RUA 5 DO CONJUNTO JOÃO PAULO II,240,42.69,,,Local,Asfalto,Sem,Com,Com,Com,Com,Sem,0,0,0,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((553509.7849531886 9577310.209033147, 553467.9635519112 9577318.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4252,142596,9842,RUA F LOTEAMENTO PARQUE MONTENEGRO I,40,119.04,50,3601,Local,Pedra rust,Com,Com,Sem,Com,Com,Com,1,0,1,0,0,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((549479.9173962597 9577633.820502015, 549443.2601296792 9577520.569081346))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4251,142612,5926,RUA STA ARIANE,40,123.39,51,1200,Local,Pedra rust,Com,Com,Com,Com,Com,Com,22,20,2,18,2,17,17,2013-05-17,2014-11-06,"MULTILINESTRING ((558530.2894419784 9574884.101442907, 558476.8875948248 9574772.867027655))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4250,142459,3436,RUA TOP SALES,40,66.95,60,112,Local,Asfalto,Com,Com,Com,Com,Com,Com,5,5,0,3,2,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((549140.2760519112 9582365.801128954, 549203.6562920004 9582344.217890901))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-424f,121249,8406,RUA 33 (CJ BEIRA RIO),20,40.56,1251,1275,Local,Asfalto,Com,Com,Com,Com,Com,Com,4,3,1,2,1,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((544662.6914351074 9589228.927261971, 544651.3981739702 9589189.971062077))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-424e,142183,4802,RUA MORADA NOVA (JANGURUSSU),20,138.31,30,861,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,40,33,26,30,3,55,55,2013-05-17,2016-02-18,"MULTILINESTRING ((554454.7042636521 9575421.463397093, 554403.9635519112 9575292.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-424d,128460,78,AVENIDA AGUANAMBI,760,83.64,320,1953,Expressa,Asfalto,Com,Com,Com,Com,Com,Com,7,7,0,4,3,4,4,2013-05-17,2017-11-07,"MULTILINESTRING ((552925.3816457627 9585063.67228755, 552923.7209335642 9585040.207219107, 552920.8825110028 9585000.10166696, 552920.793207319 9584980.18694546))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-424c,147404,2855,RUA PERNAMBUCO,740,39.77,,,Coletora,Pedra rust,Com,Com,Com,Com,Com,Com,4,1,3,1,0,4,4,2013-05-17,2017-11-07,"MULTILINESTRING ((546844.7092977404 9585337.353966191, 546817.859306571 9585366.693360517))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-424b,133813,5377,AVENIDA DR VALMIR PONTES,100,267.08,900,900,Arterial I,Asfalto,Com,Com,Com,Com,Com,Sem,1,1,0,0,1,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((558062.8920832508 9583163.563436555, 558328.9661418456 9583186.69865742))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-424a,128549,78,AVENIDA AGUANAMBI,640,134.57,240,1729,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,15,16,1,9,7,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((552919.9045477536 9585378.865733242, 552941.6109738537 9585246.053872906))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4249,135029,7845,AVENIDA PLÁCIDO CASTELO,100,68.37,33,667,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,4,0,1,3,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((554382.5915637945 9581648.543896085, 554441.7039136853 9581682.904769393))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4248,147523,761,AVENIDA PRS CASTELO BRANCO,760,183.83,342,3001,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,29,28,1,9,19,24,24,2013-05-17,2018-09-11,"MULTILINESTRING ((549606.887589357 9589652.298369167, 549427.4942079877 9589692.457123172))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4247,147633,3690,AVENIDA WASHINGTON SOARES,780,34.71,2050,2050,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,2,0,0,2,1,1,2013-05-17,2018-09-12,"MULTILINESTRING ((557554.8197455711 9582554.794068163, 557557.6946235682 9582520.20733857))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4246,147570,3449,AVENIDA 13 DE MAIO,760,138.65,1287,1850,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,22,22,0,0,22,7,7,2013-05-17,2018-10-26,"MULTILINESTRING ((551823.9399021763 9585944.40668772, 551718.2820007653 9586034.189879807))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4245,147392,1615,AVENIDA ENG HUMBERTO MONTE,740,57.26,221,221,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,3,0,1,2,3,3,2013-05-17,2018-11-19,"MULTILINESTRING ((547907.2242972694 9586675.29373787, 547871.6140374874 9586720.136287227))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4244,147471,1615,AVENIDA ENG HUMBERTO MONTE,760,78.91,2677,2677,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,28,0,0,28,1,1,2013-05-17,2018-11-19,"MULTILINESTRING ((547904.699075422 9586656.261199014, 547855.9191451988 9586718.289829316))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4243,147477,1198,AVENIDA SEN VIRGÍLIO TÁVORA,740,27.96,389,2184,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,6,2,1,28,6,13,13,2013-05-17,2018-11-20,"MULTILINESTRING ((555968.9288707086 9585994.74377183, 555960.3557170589 9585968.131274043))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4242,147758,1198,AVENIDA SEN VIRGÍLIO TÁVORA,820,107.6,2270,2270,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,0,1,1,1,2013-05-17,2018-11-20,"MULTILINESTRING ((555936.6902408383 9585893.562698029, 555903.4692704477 9585791.220676325))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4241,147419,1235,AVENIDA DOS EXPEDICIONÁRIOS,740,155.83,1369,6000,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,18,18,2,9,9,8,8,2013-05-17,2018-11-20,"MULTILINESTRING ((550929.1190189068 9583804.60617071, 550883.1929534576 9583655.692944003))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4240,147630,1235,AVENIDA DOS EXPEDICIONÁRIOS,780,148.49,431,5478,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,19,20,0,6,14,12,12,2013-05-17,2018-11-20,"MULTILINESTRING ((550883.1929534576 9583655.692944003, 550839.5557776074 9583513.761040952))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-423f,147731,1235,AVENIDA DOS EXPEDICIONÁRIOS,800,194.63,5505,5635,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,21,37,3,2,35,13,13,2013-05-17,2018-11-20,"MULTILINESTRING ((550847.8635994039 9583511.279259924, 550790.1430477063 9583325.405340469))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-423e,147540,1360,AVENIDA FRANCISCO SÁ,760,125.7,4780,4882,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,12,12,0,8,4,12,12,2013-05-17,2019-05-27,"MULTILINESTRING ((548063.2509736726 9589465.684788175, 547944.3854707974 9589506.569734631))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-423d,147761,1360,AVENIDA FRANCISCO SÁ,820,120.38,4996,5130,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,39,41,0,4,37,8,8,2013-05-17,2019-05-27,"MULTILINESTRING ((547837.8851712414 9589543.266467063, 547724.017391393 9589582.32345379))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-423c,147530,3331,AVENIDA BAR DE STUDART,760,101.2,1758,2173,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,35,43,0,19,24,5,5,2013-05-17,2019-05-31,"MULTILINESTRING ((554540.8313967409 9586413.253417261, 554510.8676245272 9586316.594248373))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-423b,147712,3331,AVENIDA BAR DE STUDART,820,89.02,2200,2200,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,21,21,0,0,21,1,1,2013-05-17,2019-05-31,"MULTILINESTRING ((554502.3837745624 9586318.291018361, 554475.4140620418 9586233.45251871))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-423a,147465,2494,AVENIDA DES MOREIRA,760,206.36,2355,2355,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,0,1,1,1,2013-05-17,2019-07-01,"MULTILINESTRING ((555367.2977945462 9585957.82773296, 555303.795033401 9585761.4825496))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4239,114796,2063,RUA JÚLIO IBIAPINA,80,101.03,180,291,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,3,3,0,0,3,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((556537.5341249696 9587876.016869735, 556525.725020843 9587900.985194787, 556514.5958509465 9587933.558374971, 556506.3064632659 9587971.65692792))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4238,154038,3866,AVENIDA MIN ALBUQUERQUE LIMA,440,155.93,51,131,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,13,13,0,5,8,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((543199.3584345469 9583694.609583901, 543324.1069459253 9583601.052138314))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4237,144487,2062,RUA JULIO GASPAR,20,192.57,46,603,Coletora,Asfalto,Com,Com,Com,Com,Com,Com,17,19,2,18,9,28,28,2013-05-17,2017-11-07,"MULTILINESTRING ((548273.1908245818 9582010.30693478, 548457.5885519112 9581954.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4236,134542,349,AVENIDA GOV PARSIFAL BARROSO,200,123.44,,,Arterial I,Asfalto,Com,Com,Sem,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2022-04-11,"MULTILINESTRING ((547869.6623073543 9587317.216498168, 547871.4716744412 9587283.143241659, 547874.7796622068 9587242.70481769, 547876.8162388917 9587222.672543582, 547878.9998691459 9587194.14841188))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4235,106433,8921,AVENIDA DR RAUL BARBOSA,200,184.09,462,3880,Expressa,Asfalto,Com,Com,Com,Com,Com,Com,10,5,5,0,5,9,9,2013-05-17,2017-11-07,"MULTILINESTRING ((555002.6702585547 9584417.082865188, 554998.8395177841 9584394.098420562, 554991.3908551744 9584372.390889527, 554969.8961430722 9584329.827103186, 554942.9101076348 9584297.257759443, 554917.5426858728 9584277.686464919, 554904.347912107 9584268.96088872))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4234,128201,893,AVENIDA COS GOMES DE FREITAS,520,186.26,12,5110,Coletora,Asfalto,Com,Com,Com,Com,Com,Com,168,63,106,22,41,29,29,2013-05-17,2017-11-07,"MULTILINESTRING ((559718.2224667418 9580593.57259555, 559904.0746571223 9580605.954143276))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4233,128468,78,AVENIDA AGUANAMBI,790,277.89,233,233,Expressa,Asfalto,Com,Com,Com,Com,Com,Com,1,3,0,0,3,3,3,2013-05-17,2017-11-07,"MULTILINESTRING ((552830.0607000003 9584874.9872, 552815.4130722819 9584859.388464114, 552808.0559756337 9584839.973903514, 552808.9850000003 9584815.1537), (552830.0607000003 9584874.9872, 552884.7144999998 9584904.636), (552884.7144999998 9584904.636, 552890.2513474391 9584919.460440433, 552893.1983690064 9584932.766689327, 552899.943539337 9585051.835692296))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4232,138674,11473,RUA DOS ANTARES,60,49.98,6675,6685,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,4,4,0,3,1,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((554005.1560782598 9582051.301190682, 553984.4635519112 9582096.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4231,130387,343,RUA ARAÇÁ,160,79.2,268,440,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,16,17,0,15,2,3,3,2013-05-17,2017-11-07,"MULTILINESTRING ((546235.4868524882 9582029.944528135, 546214.4629157253 9581953.584861709))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4230,139618,944,RUA COSTA SOUSA,80,77.73,69,374,Local,Asfalto,Com,Com,Com,Com,Com,Sem,22,22,0,12,10,20,20,2013-05-17,2018-08-10,"MULTILINESTRING ((551072.4635519112 9586129.801128954, 551129.6795397564 9586077.189520901))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-422f,142748,3339,AVENIDA MON TABOSA,40,206.27,163,690,Comercial,Asfalto,Com,Com,Com,Com,Com,Com,259,276,1,99,177,59,59,2013-05-17,2017-11-07,"MULTILINESTRING ((553523.0355764977 9588402.342577271, 553728.8609530075 9588388.863747306))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-422e,140572,253,RUA ANGÉLICA GURGEL,20,26.08,6,654,Local,Asfalto,Com,Com,Com,Com,Com,Com,64,66,0,39,27,27,27,2013-05-17,2014-11-06,"MULTILINESTRING ((555621.1541665455 9576381.080734482, 555620.9174651784 9576355.001492025))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-422d,140438,3166,RUA RUI MONTE,60,59.16,182,245,Local,Asfalto,Com,Com,Com,Com,Com,Com,22,22,0,13,9,10,10,2013-05-17,2014-11-06,"MULTILINESTRING ((545808.2760519112 9586521.801128954, 545812.5885519112 9586462.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-422c,127702,2056,RUA JÚLIO BRAGA,400,70.24,238,1545,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,19,21,0,11,10,12,12,2013-05-17,2014-11-06,"MULTILINESTRING ((546203.8756298273 9582889.331371447, 546143.5640059918 9582925.328173961))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-422b,153876,2651,AVENIDA OLIVEIRA PAIVA,440,79.55,568,1417,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,9,10,0,1,9,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((556167.5407581103 9580464.502790062, 556246.5509119935 9580455.243787656))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-422a,123222,8780,AVENIDA AMÉRICO BARREIRA,20,797.62,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,3,2,1,0,2,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((547703.5729904795 9583273.830793636, 547744.6366058583 9583434.021668212, 547766.244846521 9583518.31631538, 547780.5674078753 9583547.59799637, 547816.8512299731 9583593.748471845, 547849.6339815177 9583626.212944249, 547879.5522207915 9583647.21936757, 547936.5241870679 9583686.049422797, 547964.8510306355 9583714.694545506, 548023.4143926181 9583794.900889093, 548111.657996115 9583931.584375618))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4229,153599,3899,AVENIDA A (CONJ. CEARÁ),460,53.95,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((543858.1774788438 9583097.24615011, 543843.8015324377 9583045.248046089))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4228,119016,312,AVENIDA ANTÔNIO JUSTA,40,110.53,2910,2910,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((556134.7627730928 9587965.486767063, 556240.166807888 9587932.201159133))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4227,142907,4794,RUA JABORANDÍ,40,84.94,753,925,Coletora,Asfalto,Com,Com,Com,Com,Com,Com,15,14,1,8,6,4,4,2013-05-17,2017-11-07,"MULTILINESTRING ((553918.0094702576 9575797.799579095, 553860.6046155724 9575735.195456378))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4226,107393,700,AVENIDA CARAPINIMA,220,155.31,2200,2200,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,201,201,0,0,201,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((551157.7225928619 9586716.93250134, 551048.421315547 9586606.59025948))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4225,152058,3866,AVENIDA MIN ALBUQUERQUE LIMA,300,46.22,26,26,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,5,5,0,4,1,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((543070.5081599798 9583762.974817177, 543108.2322746626 9583736.2620657))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4224,152727,2511,AVENIDA MOZART PINHEIRO DE LUCENA,260,45.22,950,980,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,4,4,0,3,1,4,4,2013-05-17,2018-09-10,"MULTILINESTRING ((545121.4128917253 9589801.530655438, 545108.7457017866 9589758.124417912))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4223,153578,2511,AVENIDA MOZART PINHEIRO DE LUCENA,460,45.93,1350,1380,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,10,10,0,2,8,4,4,2013-05-17,2018-09-10,"MULTILINESTRING ((545011.9246465206 9589427.542540468, 544999.0693676316 9589383.44905802))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4222,124649,1945,AVENIDA JOSÉ BASTOS,420,111.22,1845,4058,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,4,3,1,0,3,5,5,2013-05-17,2018-11-16,"MULTILINESTRING ((549583.3685046589 9585173.964386625, 549504.9334382454 9585095.116504073))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4221,106925,1198,AVENIDA SEN VIRGÍLIO TÁVORA,220,112.92,1005,1005,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,13,13,0,0,13,1,1,2013-05-17,2018-11-20,"MULTILINESTRING ((556418.6504782028 9587384.726657277, 556383.252019819 9587277.50246367))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4220,126445,2721,AVENIDA PRS JUSCELINO KUBITSCHEK,320,610.71,44,4949,Arterial I,Asfalto,Com,Com,Sem,Com,Com,Com,59,59,0,35,24,4,4,2013-05-17,2018-12-05,"MULTILINESTRING ((552006.7534631456 9578156.474100927, 551805.1631658641 9577879.235130772, 551649.6355645757 9577661.075393833))"
